117389,14,13,34,0,iron,wood
117390,8,14,29,0,wood,stone
117391,18,5,30,0,iron,stone
117392,11,5,9,20,wood,stone
117393,13,0,30,0,stone,iron
117394,13,12,6,20,iron,wood
117395,2,9,28,0,stone,wood
117396,16,17,11,7,stone,iron
117397,18,3,30,0,stone,iron
117398,11,19,5,20,iron,wood
117399,8,12,52,10,wood,stone
117400,19,9,23,0,iron,stone
117401,9,18,17,0,iron,stone
117402,6,0,48,8,wood,stone
117403,5,5,32,0,iron,wood
117404,4,15,31,0,iron,wood
117405,8,10,17,0,stone,wood
117406,0,2,47,9,wood,iron
117407,14,18,21,0,wood,stone
117408,0,11,11,7,iron,stone
117409,2,18,2,20,wood,iron
117410,14,19,17,0,iron,stone
117411,0,13,20,0,iron,stone
117412,9,9,26,0,stone,iron
117413,5,4,17,0,wood,iron
117414,16,9,21,0,stone,iron
117415,2,17,33,0,iron,stone
117416,19,8,21,0,stone,wood
117417,6,10,23,0,wood,iron
117418,3,5,2,20,iron,wood
117419,4,2,53,11,iron,stone
117420,17,0,47,9,stone,iron
117421,8,4,19,0,wood,iron
117422,0,1,29,0,iron,stone
117423,18,4,33,0,stone,iron
117424,12,9,27,0,wood,stone
117425,2,6,22,0,iron,stone
117426,1,6,26,0,wood,iron
117427,9,1,14,7,iron,stone
117428,5,9,29,0,iron,stone
117429,6,15,33,0,iron,stone
117430,17,2,18,0,iron,wood
117431,19,13,28,0,stone,iron
117432,9,5,20,0,wood,iron
117433,0,15,26,0,iron,wood
117434,13,4,17,0,wood,iron
117435,15,12,36,0,iron,stone
117436,24,4,53,11,iron,stone
117437,27,6,12,7,iron,wood
117438,37,17,4,20,wood,iron
117439,22,18,7,20,wood,stone
117440,26,11,51,8,wood,iron
117441,33,13,44,20,stone,iron
117442,35,7,3,20,stone,wood
117443,25,1,27,0,wood,stone
117444,28,16,32,0,wood,stone
117445,29,2,40,20,wood,iron
117446,28,17,39,20,wood,iron
117447,20,13,58,6,wood,iron
117448,32,10,48,8,stone,wood
117449,36,3,48,8,stone,iron
117450,20,8,44,20,stone,wood
117451,38,7,19,0,wood,iron
117452,27,13,32,0,wood,iron
117453,20,10,14,7,iron,wood
117454,30,14,18,0,stone,iron
117455,26,2,34,0,stone,wood
117456,35,6,22,0,wood,iron
117457,32,9,34,0,stone,wood
117458,31,15,21,0,iron,stone
117459,23,7,25,0,wood,iron
117460,23,12,30,0,iron,stone
117461,21,4,29,0,stone,iron
117462,27,15,23,0,iron,wood
117463,23,4,27,0,iron,wood
117464,35,16,23,0,iron,wood
117465,21,1,29,0,iron,wood
117466,26,18,17,0,stone,wood
117467,32,13,24,0,stone,wood
117468,39,19,14,7,wood,iron
117469,20,16,59,8,wood,iron
117470,36,18,35,0,stone,wood
117471,26,7,21,0,wood,stone
117472,39,12,30,0,wood,iron
117473,37,11,34,0,wood,iron
117474,38,17,27,0,wood,stone
117475,33,0,32,0,iron,stone
117476,28,9,51,8,wood,iron
117477,26,8,31,0,wood,iron
117478,35,2,28,0,iron,wood
117479,27,1,11,7,wood,iron
117480,33,8,25,0,iron,wood
117481,33,1,29,0,wood,iron
117482,31,11,32,0,iron,wood
117483,32,16,28,0,iron,stone
117484,25,18,28,0,wood,iron
117485,49,14,18,0,iron,stone
117486,41,11,18,0,wood,stone
117487,51,10,29,0,wood,iron
117488,53,18,14,7,iron,stone
117489,40,14,8,20,stone,wood
117490,46,11,29,0,wood,iron
117491,45,2,12,7,iron,stone
117492,59,8,26,0,stone,iron
117493,45,14,18,0,stone,wood
117494,57,2,56,10,stone,iron
117495,45,19,24,0,wood,stone
117496,47,12,21,0,stone,iron
117497,56,0,58,6,iron,stone
117498,43,0,34,0,iron,wood
117499,50,9,29,0,wood,stone
117500,57,14,31,0,wood,stone
117501,51,14,7,20,stone,iron
117502,48,12,23,0,iron,stone
117503,45,4,30,0,iron,wood
117504,58,16,56,10,stone,iron
117505,50,6,19,0,iron,stone
117506,50,11,53,11,stone,iron
117507,59,12,12,7,stone,wood
117508,53,5,39,20,stone,wood
117509,52,9,28,0,wood,iron
117510,46,18,32,0,stone,wood
117511,50,19,11,7,iron,wood
117512,52,10,25,0,stone,iron
117513,44,18,20,0,wood,stone
117514,48,7,33,0,iron,wood
117515,47,6,32,0,wood,iron
117516,49,5,26,0,stone,iron
117517,57,19,50,10,stone,wood
117518,42,1,30,0,stone,iron
117519,47,8,11,7,iron,stone
117520,41,6,17,0,wood,iron
117521,58,13,21,0,iron,wood
117522,55,14,22,0,wood,stone
117523,55,15,36,0,stone,iron
117524,51,13,34,0,iron,wood
117525,44,19,30,0,wood,iron
117526,51,7,11,7,iron,wood
117527,49,6,22,0,iron,wood
117528,47,11,27,0,iron,wood
117529,49,1,1,20,stone,iron
117530,53,13,31,0,wood,stone
117531,42,4,22,0,iron,wood
117532,47,1,22,0,stone,iron
117533,46,19,22,0,iron,stone
117534,53,9,34,0,wood,iron
117535,52,6,34,0,iron,stone
117536,43,1,23,0,wood,iron
117537,46,9,31,0,iron,wood
117538,76,9,38,20,iron,wood
117539,71,10,8,20,iron,wood
117540,75,9,17,0,wood,stone
117541,67,9,23,0,stone,wood
117542,75,2,2,20,iron,wood
117543,60,10,16,13,wood,iron
117544,65,17,54,10,wood,iron
117545,66,9,4,20,wood,stone
117546,68,13,21,0,stone,iron
117547,67,14,22,0,iron,wood
117548,73,15,12,7,wood,stone
117549,60,9,32,0,stone,iron
117550,79,6,55,9,wood,iron
117551,68,17,4,20,wood,iron
117552,64,2,10,20,wood,iron
117553,74,15,17,0,wood,stone
117554,72,3,26,0,wood,iron
117555,74,17,49,9,iron,wood
117556,68,9,29,0,wood,stone
117557,79,14,19,0,iron,wood
117558,65,7,30,0,wood,iron
117559,69,4,56,10,wood,stone
117560,70,5,24,0,stone,wood
117561,79,15,29,0,stone,wood
117562,71,13,36,0,iron,stone
117563,66,1,17,0,stone,wood
117564,74,19,22,0,wood,stone
117565,66,13,27,0,stone,iron
117566,76,2,18,0,stone,wood
117567,73,9,26,0,iron,stone
117568,73,7,24,0,wood,stone
117569,77,6,25,0,wood,iron
117570,67,6,16,13,iron,stone
117571,78,14,26,0,wood,iron
117572,73,3,29,0,iron,stone
117573,77,16,18,0,stone,iron
117574,61,0,15,8,wood,iron
117575,76,7,33,0,stone,iron
117576,64,14,21,0,stone,wood
117577,70,1,22,0,stone,iron
117578,63,7,34,0,wood,iron
117579,78,19,34,0,wood,stone
117580,89,5,59,8,wood,iron
117581,94,7,9,20,wood,stone
117582,93,17,44,20,stone,wood
117583,89,18,46,20,iron,stone
117584,84,1,3,20,wood,iron
117585,91,3,18,0,stone,iron
117586,80,16,12,7,stone,iron
117587,82,14,44,20,iron,wood
117588,99,11,25,0,iron,wood
117589,96,2,54,10,stone,iron
117590,86,18,59,8,iron,stone
117591,91,9,14,7,wood,stone
117592,83,9,14,7,wood,stone
117593,94,11,18,0,iron,stone
117594,89,11,9,20,wood,stone
117595,87,13,34,0,stone,wood
117596,87,0,17,0,iron,stone
117597,83,11,28,0,iron,stone
117598,97,13,34,0,iron,wood
117599,83,19,31,0,iron,stone
117600,83,0,23,0,iron,stone
117601,89,15,23,0,wood,stone
117602,80,1,26,0,iron,stone
117603,86,11,20,0,iron,stone
117604,82,18,35,0,iron,stone
117605,99,15,27,0,iron,stone
117606,92,8,35,0,wood,iron
117607,81,18,31,0,wood,iron
117608,80,6,19,0,wood,stone
117609,117,4,16,13,stone,wood
117610,114,15,15,8,stone,iron
117611,115,0,21,0,iron,wood
117612,106,8,32,0,iron,stone
117613,106,9,32,0,stone,iron
117614,111,2,39,20,wood,stone
117615,104,11,26,0,iron,wood
117616,116,2,31,0,wood,iron
117617,102,19,43,20,stone,wood
117618,100,1,3,20,wood,iron
117619,114,19,23,0,stone,iron
117620,109,4,25,0,wood,iron
117621,117,19,20,0,wood,stone
117622,104,15,18,0,iron,wood
117623,107,15,55,9,iron,stone
117624,118,3,48,8,stone,wood
117625,118,19,1,20,wood,stone
117626,115,13,55,9,stone,wood
117627,110,12,60,9,iron,wood
117628,118,1,20,0,wood,stone
117629,100,15,35,0,stone,wood
117630,113,15,33,0,wood,iron
117631,113,9,40,20,stone,wood
117632,105,12,25,0,stone,wood
117633,108,0,4,20,iron,stone
117634,107,4,32,0,stone,wood
117635,117,16,48,8,stone,iron
117636,116,18,29,0,iron,wood
117637,116,8,47,9,iron,stone
117638,101,8,17,0,iron,stone
117639,101,4,32,0,wood,iron
117640,109,7,7,20,iron,wood
117641,100,12,29,0,wood,stone
117642,118,16,25,0,stone,iron
117643,105,9,21,0,iron,wood
117644,102,15,14,7,wood,stone
117645,115,9,29,0,wood,iron
117646,109,19,17,0,iron,stone
117647,104,13,14,7,wood,stone
117648,101,19,18,0,iron,stone
117649,101,16,4,20,iron,wood
117650,104,5,53,11,stone,wood
117651,119,13,30,0,iron,stone
117652,108,3,21,0,iron,wood
117653,107,8,35,0,iron,wood
117654,109,11,33,0,wood,iron
117655,104,10,18,0,wood,stone
117656,100,17,35,0,wood,stone
117657,117,7,24,0,wood,iron
117658,107,13,26,0,iron,wood
117659,111,5,56,10,wood,iron
117660,105,10,19,0,stone,iron
117661,139,1,58,6,iron,stone
117662,134,4,45,20,iron,stone
117663,124,16,56,10,iron,wood
117664,136,16,18,0,wood,stone
117665,122,6,56,10,iron,stone
117666,138,9,30,0,stone,wood
117667,132,12,22,0,stone,iron
117668,127,7,18,0,iron,wood
117669,131,14,47,9,wood,stone
117670,134,18,46,20,stone,wood
117671,129,8,12,7,iron,wood
117672,134,10,53,11,stone,wood
117673,120,0,53,11,iron,stone
117674,125,11,27,0,wood,stone
117675,130,7,51,8,stone,wood
117676,120,8,29,0,iron,stone
117677,123,10,32,0,iron,stone
117678,133,19,36,0,iron,wood
117679,135,13,17,0,wood,iron
117680,134,3,27,0,iron,wood
117681,139,11,30,0,wood,stone
117682,125,2,16,13,iron,wood
117683,130,3,57,8,iron,wood
117684,122,14,47,9,stone,wood
117685,138,13,31,0,stone,iron
117686,123,5,35,0,wood,stone
117687,120,14,24,0,iron,wood
117688,120,9,25,0,iron,wood
117689,139,9,18,0,iron,wood
117690,139,7,45,20,iron,wood
117691,138,10,24,0,wood,iron
117692,139,12,27,0,stone,iron
117693,126,18,46,20,stone,wood
117694,135,2,25,0,iron,wood
117695,129,11,36,0,wood,stone
117696,123,11,4,20,iron,wood
117697,128,2,25,0,iron,stone
117698,127,8,23,0,wood,iron
117699,127,14,24,0,stone,iron
117700,125,4,36,0,iron,wood
117701,121,10,24,0,wood,iron
117702,136,13,25,0,iron,wood
117703,135,15,25,0,wood,iron
117704,132,6,30,0,wood,iron
117705,121,8,22,0,iron,stone
117706,123,9,30,0,wood,iron
117707,123,19,35,0,wood,stone
117708,133,13,31,0,wood,iron
117709,134,19,18,0,wood,stone
117710,131,9,14,7,wood,stone
117711,138,18,17,0,wood,stone
117712,120,18,19,0,stone,iron
117713,138,16,17,0,iron,wood
117714,153,10,19,0,iron,wood
117715,150,13,1,20,stone,wood
117716,149,7,53,11,iron,stone
117717,159,11,19,0,wood,stone
117718,154,10,34,0,iron,wood
117719,143,11,44,20,iron,wood
117720,152,4,13,11,wood,stone
117721,158,12,3,20,wood,iron
117722,140,16,59,8,stone,wood
117723,156,7,39,20,stone,iron
117724,144,15,53,11,iron,stone
117725,147,5,28,0,iron,stone
117726,143,15,33,0,iron,stone
117727,154,19,21,0,wood,stone
117728,143,18,31,0,wood,iron
117729,144,17,31,0,iron,wood
117730,152,0,13,11,wood,iron
117731,155,9,11,7,stone,iron
117732,155,16,60,9,stone,wood
117733,159,19,36,0,iron,wood
117734,156,19,18,0,wood,iron
117735,157,4,29,0,stone,iron
117736,155,12,32,0,iron,wood
117737,154,3,34,0,iron,wood
117738,148,2,18,0,stone,iron
117739,147,4,22,0,wood,stone
117740,149,16,20,0,iron,wood
117741,144,19,31,0,stone,wood
117742,158,6,27,0,stone,wood
117743,147,7,27,0,stone,iron
117744,144,5,11,7,iron,stone
117745,151,0,32,0,wood,iron
117746,147,18,36,0,stone,iron
117747,148,18,57,8,wood,stone
117748,143,0,16,13,stone,wood
117749,158,3,32,0,wood,stone
117750,157,14,33,0,iron,stone
117751,155,7,27,0,stone,wood
117752,157,0,22,0,iron,wood
117753,143,4,20,0,wood,iron
117754,148,4,25,0,wood,stone
117755,145,10,35,0,wood,iron
117756,146,18,30,0,wood,iron
